TYPE	CORPUS	TEXTCODE	original_arabish	CODE	original_WORDS	original_TOKEN	POS	original_LEMMA	nota radice	GOVERNORATE	original_GOVERNORATE	AGE_RANGE	GENDER
blog	tounseyyadigordeya_blog.json	20140514	b3adhHom	arabizi	بعضهم	بعض'+هم	PREP'+PRON_3P	بعض	بعض	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	3an9ou	arabizi	عنقوا	عنقوا	NOUN	عنق	عنق	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	b3adhHom	arabizi	بعضهم	بعض'+هم	PREP'+PRON_3P	بعض	بعض	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	bel	arabizi	بال	ب'+ال	PREP'+DET	ب	ب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9wiii	arabizi	قوي	قوي	NOUN	قوي	قيي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9oddem	arabizi	قدّام	قدّام	ADV	قدّام	قدم	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ennes	arabizi	الناس	ال'+ناس	DET'+NOUN	ناس	نوس	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	lkol	arabizi	الكلّ	ال'+كلّ	DET'+NOUN_QUANT	كلّ	كلل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	kifeh	arabizi	كيفاه	كيفاه	SUB_CONJ	كيفاش	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	c	foreign	c	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	’	foreign	’	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	était	foreign	était	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	abed	arabizi	عبد	عبد	NOUN	عبد	عبد	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	elli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	3awnek	arabizi	عاونك	عاون'+ك	PV-PVSUFF_SUBJ:3MS'+PVSUFF_DO:2S	عاون	عين	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	bech	arabizi	باش	باش	FUT_PART	باش	باش	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	tkammel	arabizi	تكمّل	تكمّل	IV2S-IV	كمّل	كمل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	t3ich	arabizi	تعيش	تعيش	IV2S-IV	عاش	عيش	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9oddemek	arabizi	قدّامك	قدّام'+ك	ADV'+PRON_2S	قدّام	قدم	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9ach3er	arabizi	قشعر	قشعر	NOUN	قشعر	قشعر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	!	arabizi	!	!	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	jé	arabizi	جا	جا	PV-PVSUFF_SUBJ:3MS	جا	جي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	wafd	arabizi	وفد	وفد	NOUN	وفد	وفد	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	wizeri	arabizi	وزاري	وزاري	ADJ	وزاري	وزر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	bdé	arabizi	بدا	بدا	PV-PVSUFF_SUBJ:3MS	بدا	أبد	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	akké	arabizi	اكا	اكا	DEM_ADJ_3MS	اكا	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	dazzen	arabizi	دزّين	دزّين	NOUN-NSUFF_MASC_PL	دزّة	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	elli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ena	arabizi	انا	انا	PRON_1S	هو	انا	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	nfed	arabizi	نفدّ	نفدّ	IV1S-IV	فدّ	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mennou	arabizi	منه	من'+ه	PREP'+PRON_3MS	من	من	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	kharrajni	arabizi	خرّجني	خرّج'+ني	IV3MS-IV'+IVSUFF_DO:1S	خرّج	خرج	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mel	arabizi	مال	م'+ال	PREP'+DET	من	من	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	bulle	foreign	bulle	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	spirituelle	foreign	spirituelle	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	elli	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ghtost	arabizi	غطست	غطست	PV-PVSUFF_SUBJ:1S	غطس	غطس	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	feha	arabizi	فيها	في'+ها	PREP'+PRON_3FS	في	في	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	rawahna	arabizi	روّحنا	روّحنا	PV-PVSUFF_SUBJ:1P	روّح	ريح	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mba3ed	arabizi	مبعد	مبعد	ADV	مبعد	بعد	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Soumaya	arabizi	سمية	سمية	NOUN_PROP	سمية	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Azza	arabizi	عزّة	عزّة	NOUN_PROP	عزّة	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	d’au	foreign	d’au	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	revoir	foreign	revoir	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ahna	arabizi	احنا	احنا	PRON_1P	هو	أحنا	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mennou	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ghodwa	arabizi	غدوة	غدوة	[NOUN-NSUFF_FEM_SG]ADV	غدوة	غدو	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	méchin	arabizi	ماشين	ماشين	ADJ-NSUFF_MASC_PL	ماشي	مشي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	saretli	arabizi	صارت لي	صارت'+ل'+ي	PV-PVSUFF_SUBJ:3FS'+[PREP'+PRON_1S]PVSUFF_IO:1S	صار	صير	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	hkeya	arabizi	حكاية	حكاية	NOUN-NSUFF_FEM_SG	حكاية	حكي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	maaaasta	arabizi	ماسطة	ماسطة	ADJ-NSUFF_FEM_SG	ماسط	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	lentille	foreign	lentille	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	de	foreign	de	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	vue	foreign	vue	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mte3i	arabizi	متاعي	متاع'+ي	PART'+POSS_PRON_1S	متاع	متع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	sur	foreign	sur	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	commande	foreign	commande	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	t7ebelha	arabizi	تحبّلها	تحبّل'+ها	IV3FS-IV'+IVSUFF_DO:3FS	حبّل	حبل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	jom3a	arabizi	جمعة	جمعة	NOUN-NSUFF_FEM_SG	جمعة	جمع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	bch	arabizi	باش	باش	FUT_PART	باش	باش	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ta7dher	arabizi	تحضر	تحضر	IV3FS-IV	حضر	حضر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	mara	arabizi	مرّة	مرّة	[NOUN-NSUFF_FEM_SG]ADV	مرّة	مرر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	tsirli	arabizi	تصير لي	تصير'+ل'+ي	IV3FS-IV'+[PREP'+PRON_1S]IVSUFF_IO:1S	صار	صير	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	la7keya	arabizi	الحكاية	ال'+حكاية	DET'+NOUN-NSUFF_FEM_SG	حكاية	حكي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	hethi	arabizi	هاذي	هاذي	DEM_ADJ_3FS	هاذا	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	envoyage	foreign	envoyage	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	jeb	arabizi	جاب	جاب	PV-PVSUFF_SUBJ:3MS	جاب	جبي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	rabbi	arabizi	ربّي	ربّ'+ي	NOUN'+POSS_PRON_1S	ربّ	ربب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	f	arabizi	ف	في	PREP	في	في	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	tounes	arabizi	تونس	تونس	NOUN_PROP	تونس	NOUN_PROP	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	l	arabizi	ل	ل	DET	ل	ل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Djerba	arabizi	جربة	جربة	NOUN_PROP	جربة	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Djerba	arabizi	جربة	جربة	NOUN_PROP	جربة	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ahlem	arabizi	احلام	احلام	NOUN	حلم	حلم	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	!	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	n9oul	arabizi	نقول	نقول	IV1S-IV	قال	قول	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	n3am	arabizi	نعم	نعم	INTERJ	نعم	INTERJ	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Djerba	arabizi	جربة	جربة	NOUN_PROP	جربة	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	el	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ahlem	arabizi	احلام	احلام	NOUN	حلم	حلم	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	:))	emotag	:))	emotag	emotag	emotag	emotag	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	had	arabizi	حدّ	حدّ	PRON_INDEF	حدّ	حدد	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	li	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	3rafnehom	arabizi	عرفناهم	عرفنا'+هم	PV-PVSUFF_SUBJ:1P'+PVSUFF_DO:3P	عرف	عرف	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9bal	arabizi	قبل	قبل	SUB_CONJ	قبل	قبل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	menemchiw	arabizi	ما نمشيوا	ما'+نمشيوا	REL_PRON'+IV1P-IV-IVSUFF_SUBJ:P	مشى	مشش	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	tarf	arabizi	طرف	طرف	NOUN_QUANT	طرف	طرف	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	men	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	9albi	arabizi	قلبي	قلب'+ي	NOUN'+POSS_PRON_1S	قلب	قلب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Djerba	arabizi	جربة	جربة	NOUN_PROP	جربة	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	s7abi	arabizi	صحابي	صحاب'+ي	NOUN'+POSS_PRON_1S	صاحب	صحب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	n7ebHom	arabizi	نحبّهم	نحبّ'+هم	IV1S-IV'+IVSUFF_DO:3P	حبّ	حبب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	narja3	arabizi	نرجع	نرجع	IV1S-IV	رجع	رجع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	nHar	arabizi	نهار	نهار	NOUN	نهار	نهر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	and	foreign	and	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	I	foreign	I	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	take	foreign	take	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	it	foreign	it	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	back	foreign	back	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	!	arabizi	!	!	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	kraheb	arabizi	كراهب	كراهب	NOUN	كرهبة	رهب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	presque	foreign	presque	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	300Km	arabizi	300كم	300'+كم	NOUN_NUM'+ABBREV	كيلومتر	NTWS	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mezelna	arabizi	ما زلنا	ما'+زلنا	NEG_PART'+PV-PVSUFF_SUBJ:1P	زال	زيل	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mwasslin	arabizi	مواصلين	مواصلين	ADJ-NSUFF_MASC_PL	مواصل	nan	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140514	El	arabizi	ال	ال	DET	ال	ال	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	mhatta	arabizi	محطّة	محطّة	NOUN-NSUFF_FEM_SG	محطّة	حطط	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	ejjeya	arabizi	الجاية	ال'+جاية	DET'+ADJ-NSUFF_FEM_SG	جاي	nan	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	:	arabizi	:	:	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	Plus	foreign	Plus	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	vers	foreign	vers	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	le	foreign	le	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	SUD	foreign	SUD	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140514	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140510	khrajt	arabizi	خرجت	خرجت	PV-PVSUFF_SUBJ:1S	خرج	خرج	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	mé	arabizi	م	م	PREP	م	NTWS	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	dar	arabizi	دار	دار	NOUN	دار	دور	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	m3a	arabizi	مع	مع	PREP	مع	مع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	13h	arabizi	13ه	13'+ه	NOUN_NUM'+ABBREV	ه	NTWS	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	direction	foreign	direction	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	rond	foreign	rond	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	point	foreign	point	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	Hay	arabizi	حي	حي	NOUN_PROP	حي	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	Erriadh	arabizi	الرياض	الرياض	NOUN_PROP	الرياض	NOUN_PROP	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	,	arabizi	,	,	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	f	arabizi	ف	في	PREP	في	في	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	taxi	arabizi	تاكسي	تاكسي	NOUN	تاكسي	NTWS	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	bel	arabizi	بال	ب'+ال	PREP'+DET	ب	ب	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	backpack	foreign	backpack	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	li	arabizi	اللي	اللي	REL_PRON	اللي	اللي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	hadhartou	arabizi	حضّرته	حضّرت'+ه	PV-PVSUFF_SUBJ:1S'+PVSUFF_DO:3MS	حضّر	حضر	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	fi	arabizi	في	في	PREP	في	في	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	a	foreign	a	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	peine	foreign	peine	foreign	foreign	foreign	foreign	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	se3a	arabizi	ساعة	ساعة	NOUN-NSUFF_FEM_SG	ساعة	سوع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	men	arabizi	من	من	PREP	من	من	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	zmen	arabizi	زمان	زمان	NOUN	زمان	زمن	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	.	arabizi	.	.	PUNC	PUNC	PUNC	Tunis	Tunis	25-35	F
<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>	<eos>
blog	tounseyyadigordeya_blog.json	20140510	thneya	arabizi	ثنيّة	ثنيّة	NOUN-NSUFF_FEM_SG	ثنيّة	ثني	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	hkit	arabizi	حكيت	حكيت	PV-PVSUFF_SUBJ:1S	حكى	حكك	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	m3a	arabizi	مع	مع	PREP	مع	مع	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	taxi	arabizi	تاكسي	تاكسي	NOUN	تاكسي	NTWS	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	chwayya	arabizi	شويّة	شويّة	ADV	شويّة	شوي	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	w	arabizi	و	و	CONJ	و	و	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	hdith	arabizi	حديث	حديث	NOUN	حديث	حدث	Tunis	Tunis	25-35	F
blog	tounseyyadigordeya_blog.json	20140510	jbed	arabizi	جبد	جبد	PV-PVSUFF_SUBJ:3MS	جبد	nan	Tunis	Tunis	25-35	F
